,Sr No,Date,Startup Name,Industry Vertical,SubVertical,City,Investors,Investment Type,Amount in USD,Funding_Category,Amount in Rs(Cr),Funding_Round,Investor_Rank_x,Power_Score_x,Investor_Rank_y,Power_Score_y,Influence_Index,Final_Rank
3295,1731,26-05-2016,Consure Medical,Healthcare,Medical Devices Kit manufacturer,New Delhi,"""  india innovation fund india venture partners""",private equity,1750000,Large,15.91975,Private Equity,495,0.431824532,495,0.431824532,0.004172892,648
3296,1732,26-05-2016,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,"""momagic technologies""",seed funding,475000,Medium,4.321075,Seed,501,0.279687063,501,0.279687063,0.007697509,529
3297,1733,27-05-2016,Pianta,Consumer Internet,Online healthcare service discovery platform,Bangalore,"""kunal shah""",seed funding,1750000,Large,15.91975,Seed,351,0.769488684,351,0.769488684,0.019672183,230
3298,1733,27-05-2016,Pianta,Consumer Internet,Online healthcare service discovery platform,Bangalore,"""  sandeep tandon""",seed funding,1750000,Large,15.91975,Seed,213,0.881251746,213,0.881251746,0.051445144,78
3299,1734,30-05-2016,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"""anirudh damani""",seed funding,200000,Medium,1.8194,Seed,485,0.574741548,485,0.574741548,0.007790932,516
3300,1734,30-05-2016,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"""  vikram lakhotia""",seed funding,200000,Medium,1.8194,Seed,485,0.574741548,485,0.574741548,0.007790932,516
3301,1735,31-05-2016,Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,New Delhi,"""ashish gupta and other undisclosed investors""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3302,1736,31-05-2016,Koovs,eCommerce,Apparel & Lifestyle eTailer,New Delhi,"""ht media ltd""",private equity,4400000,Large,40.0268,Private Equity,375,0.755518301,375,0.755518301,0.008616984,458
3303,1737,31-05-2016,CCavenue,Consumer Internet,Payment Gateway,Mumbai,"""nsi infinium global pvt. ltd""",private equity,8900000,Very Large,80.9633,Private Equity,335,0.781782621,335,0.781782621,0.006089862,577
3304,1738,31-05-2016,1mg,eCommerce,Online Pharmacy,Gurgaon,"""hbm healthcare investments""",private equity,1750000,Large,15.91975,Private Equity,257,0.853171277,257,0.853171277,0.010701782,424
3305,1739,31-05-2016,Tpot,Food & Beverage,QSR Chain,Gurgaon,"""ashish gupta""",seed funding,1750000,Large,15.91975,Seed,434,0.675607712,434,0.675607712,0.008095784,481
3306,1740,31-05-2016,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,"""undisclosed investors""",seed funding,175000,Medium,1.591975,Seed,40,0.987706063,40,0.987706063,0.345894284,4
3307,1741,01-04-2016,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"""nelstone ventures""",private equity,2700000,Large,24.5619,Private Equity,451,0.628387818,451,0.628387818,0.004427594,634
3308,1741,01-04-2016,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"""  transmedia capital""",private equity,2700000,Large,24.5619,Private Equity,451,0.628387818,451,0.628387818,0.004427594,634
3309,1741,01-04-2016,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"""  maiden lane ventures""",private equity,2700000,Large,24.5619,Private Equity,451,0.628387818,451,0.628387818,0.004427594,634
3310,1741,01-04-2016,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"""  csc upshot & angel investors""",private equity,2700000,Large,24.5619,Private Equity,451,0.628387818,451,0.628387818,0.004427594,634
3311,1742,01-04-2016,PicsDream,Consumer Internet,Online Marketplace for Photographers,Delhi,"""raman roy""",seed funding,1750000,Large,15.91975,Seed,392,0.737636211,392,0.737636211,0.012018676,360
3312,1743,01-04-2016,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"""indian angel network""",seed funding,1750000,Large,15.91975,Seed,170,0.919251187,170,0.919251187,0.130762259,29
3313,1743,01-04-2016,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"""  alok sharma""",seed funding,1750000,Large,15.91975,Seed,434,0.675607712,434,0.675607712,0.008095784,481
3314,1743,01-04-2016,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"""  kris gopalakrishnan""",seed funding,1750000,Large,15.91975,Seed,98,0.958088852,98,0.958088852,0.036681045,124
3315,1743,01-04-2016,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"""  saurabh srivastava""",seed funding,1750000,Large,15.91975,Seed,434,0.675607712,434,0.675607712,0.008095784,481
3316,1743,01-04-2016,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"""  and ajai chowdhry""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3317,1744,04-04-2016,Housing,Consumer Internet,Real Estate Portal,Mumbai,"""vineet singh""",private equity,1750000,Large,15.91975,Private Equity,495,0.431824532,495,0.431824532,0.004172892,648
3318,1745,04-04-2016,Roll Mafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,"""equentia natural resource & other undisclosed investors""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3319,1746,04-04-2016,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,"""xiaomi inc""",private equity,25000000,Very Large,227.425,Private Equity,209,0.887119307,209,0.887119307,0.010406395,428
3320,1747,04-04-2016,Highway Delite,Consumer Internet,Various Highway Help Services,Bangalore,"""n.s. raghavan centre for entrepreneurial learning""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3321,1748,05-04-2016,Cult Fitness,Healthcare,Healthcare training programs,Bangalore,"""mukesh bansal""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3322,1749,05-04-2016,Haptik,Technology,Personal Assistant App,Mumbai,"""times internet ltd""",private equity,1750000,Large,15.91975,Private Equity,372,0.756635932,372,0.756635932,0.008636652,457
3323,1750,05-04-2016,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"""blume ventures""",private equity,1750000,Large,15.91975,Private Equity,183,0.911427773,183,0.911427773,0.100645137,39
3324,1750,05-04-2016,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"""  barkawi holdings gmbh""",private equity,1750000,Large,15.91975,Private Equity,434,0.675607712,434,0.675607712,0.008095784,481
3325,1750,05-04-2016,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"""  tm service technology holdings gmbh""",private equity,1750000,Large,15.91975,Private Equity,434,0.675607712,434,0.675607712,0.008095784,481
3326,1751,06-04-2016,Shipsy,Logistics,Logistics Solutions,Gurgaon,"""dtdc express ltd""",private equity,1000000,Medium,9.097,Private Equity,517,0.24015088,517,0.24015088,0.003971811,664
3327,1752,06-04-2016,gear6,Consumer Internet,Online bike service and repairs platform,Bangalore,"""ninestarter""",seed funding,500000,Medium,4.5485,Seed,555,0.171556301,555,0.171556301,0.003837758,699
3328,1753,06-04-2016,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,"""l\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xe2\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\x80\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\x99occitane""",private equity,6000000,Very Large,54.582,Private Equity,310,0.809304275,310,0.809304275,0.009629881,439
3329,1754,06-04-2016,Petoo,Consumer Internet,Online Food Delivery Platform,Bangalore,"""axilor ventures""",private equity,1000000,Medium,9.097,Private Equity,282,0.83319363,282,0.83319363,0.035429018,131
3330,1755,07-04-2016,Truly Social,Consumer Internet,Mobile Gaming Studio,London,"""nazara technologies pvt ltd""",private equity,1750000,Large,15.91975,Private Equity,495,0.431824532,495,0.431824532,0.004172892,648
3331,1756,08-04-2016,Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",New Delhi,"""idg""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3332,1756,08-04-2016,Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",New Delhi,"""  indian angel network""",seed funding,1750000,Large,15.91975,Seed,290,0.828164292,290,0.828164292,0.035248662,134
3333,1757,08-04-2016,Vahan,Education,Mobile Education Platform,Chennai,"""villgro""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3334,1758,08-04-2016,imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,"""mahendra patel""",seed funding,40000,Small,0.36388,Seed,665,0.003073484,665,0.003073484,0.003714428,803
3335,1758,08-04-2016,imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,"""  nilender chauhan""",seed funding,40000,Small,0.36388,Seed,665,0.003073484,665,0.003073484,0.003714428,803
3336,1759,11-04-2016,Living Local,Consumer Internet,Social discovery platform,Mumbai,"""rattan chadha""",seed funding,200000,Medium,1.8194,Seed,628,0.065101984,628,0.065101984,0.003757325,767
3337,1760,11-04-2016,Vegfru,eCommerce,Online Fruit & Vegetable Marketplace,New Delhi,"""wingify""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3338,1761,11-04-2016,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"""softbank""",private equity,100000000,Very Large,909.7,Private Equity,2,0.999720592,2,0.999720592,0.46183332,2
3339,1761,11-04-2016,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"""  sequoia capital""",private equity,100000000,Very Large,909.7,Private Equity,6,0.998044146,6,0.998044146,0.251328063,8
3340,1761,11-04-2016,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"""  lightspeed venture partners""",private equity,100000000,Very Large,909.7,Private Equity,12,0.9963677,12,0.9963677,0.136706309,25
3341,1761,11-04-2016,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"""  greenoaks capital""",private equity,100000000,Very Large,909.7,Private Equity,28,0.991198659,28,0.991198659,0.088902408,47
3342,1761,11-04-2016,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"""  dsg consumer partners and venture nursery""",private equity,100000000,Very Large,909.7,Private Equity,95,0.960743224,95,0.960743224,0.030514468,165
3343,1762,11-04-2016,PriceRaja,Consumer Internet,Price Comparison Portal,Gurgaon,"""prashant puri""",seed funding,300000,Medium,2.7291,Seed,601,0.105895502,601,0.105895502,0.003784136,742
3344,1763,12-04-2016,MagicX,Consumer Internet,On-Demand Task Management App,Bangalore,"""kris gopalakrishnan""",seed funding,1000000,Medium,9.097,Seed,387,0.743224364,387,0.743224364,0.01570656,285
3345,1763,12-04-2016,MagicX,Consumer Internet,On-Demand Task Management App,Bangalore,"""  dr. ranjan pai""",seed funding,1000000,Medium,9.097,Seed,517,0.24015088,517,0.24015088,0.003971811,664
3346,1764,12-04-2016,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,"""shaan""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3347,1765,12-04-2016,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"""anirudh damani""",seed funding,1750000,Large,15.91975,Seed,485,0.574741548,485,0.574741548,0.007790932,516
3348,1765,12-04-2016,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"""  daud ali""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3349,1765,12-04-2016,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"""  narendra karnavat""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3350,1765,12-04-2016,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"""  vikas kapoor""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3351,1765,12-04-2016,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"""  vikram lakhotia""",seed funding,1750000,Large,15.91975,Seed,485,0.574741548,485,0.574741548,0.007790932,516
3352,1765,12-04-2016,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"""  krishna jhunjhunwaala""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3353,1765,12-04-2016,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"""  jayesh shah""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3354,1766,12-04-2016,Indi.com,Consumer Internet,Video Social Network,Bangalore,"""anil kapoor""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3355,1767,13-04-2016,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,"""pravin khandelwal""",seed funding,1000000,Medium,9.097,Seed,517,0.24015088,517,0.24015088,0.003971811,664
3356,1767,13-04-2016,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,"""  yatin kumar jain""",seed funding,1000000,Medium,9.097,Seed,517,0.24015088,517,0.24015088,0.003971811,664
3357,1768,13-04-2016,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,"""dr. aniruddha malpani""",seed funding,150000,Medium,1.36455,Seed,641,0.039256776,641,0.039256776,0.00374392,780
3358,1769,13-04-2016,Hippily,eCommerce,Fashion ECommerce App,Mumbai,"""dr. sridhar ramaswamy""",seed funding,250000,Medium,2.27425,Seed,614,0.086756077,614,0.086756077,0.003770731,753
3359,1769,13-04-2016,Hippily,eCommerce,Fashion ECommerce App,Mumbai,"""  rakesh mathur""",seed funding,250000,Medium,2.27425,Seed,614,0.086756077,614,0.086756077,0.003770731,753
3360,1770,13-04-2016,kredX,eCommerce,Invoice discounting\\xc2\\xa0 Marketplace,Bangalore,"""prime venture partners""",seed funding,750000,Medium,6.82275,Seed,312,0.808605756,312,0.808605756,0.023891695,200
3361,1770,13-04-2016,kredX,eCommerce,Invoice discounting\\xc2\\xa0 Marketplace,Bangalore,""" """,seed funding,750000,Medium,6.82275,Seed,36,0.988823694,36,0.988823694,0.265038638,6
3362,1771,14-04-2016,Wedwise,Consumer Internet,Wedding related services community,New Delhi,"""startup equity partners""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3363,1772,14-04-2016,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"""rajeev agrawal""",seed funding,100000,Small,0.9097,Seed,659,0.015227717,659,0.015227717,0.003730514,797
3364,1772,14-04-2016,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"""  prashant gooty""",seed funding,100000,Small,0.9097,Seed,659,0.015227717,659,0.015227717,0.003730514,797
3365,1773,15-04-2016,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"""ram shriram""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3366,1773,15-04-2016,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"""  neeraj arora""",seed funding,1750000,Large,15.91975,Seed,392,0.737636211,392,0.737636211,0.012018676,360
3367,1773,15-04-2016,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"""  puru vashishtha""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3368,1774,15-04-2016,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,New Delhi,"""mount nathan advisors""",seed funding,1000000,Medium,9.097,Seed,517,0.24015088,517,0.24015088,0.003971811,664
3369,1775,15-04-2016,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"""mahavir pratap sharma""",seed funding,1750000,Large,15.91975,Seed,487,0.573065102,487,0.573065102,0.007781098,517
3370,1775,15-04-2016,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"""  ajay data""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3371,1775,15-04-2016,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"""  yogesh chaudhary""",seed funding,1750000,Large,15.91975,Seed,392,0.737636211,392,0.737636211,0.012018676,360
3372,1775,15-04-2016,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"""  sanjay phophaliya""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3373,1775,15-04-2016,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"""  siddharth agarwal""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3374,1775,15-04-2016,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"""  kamal kothari""",seed funding,1750000,Large,15.91975,Seed,434,0.675607712,434,0.675607712,0.008095784,481
3375,1776,15-04-2016,Vyomo,Consumer Internet,On-Demand Beauty Service provider,New Delhi,"""naturals salon chain""",private equity,15000000,Very Large,136.455,Private Equity,280,0.838083263,280,0.838083263,0.007725318,526
3376,1777,15-04-2016,Organicshop,eCommerce,Marketplace for organic products,Jaipur,"""vivek nathani""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
3377,1777,15-04-2016,Organicshop,eCommerce,Marketplace for organic products,Jaipur,"""  yogesh chaudhary""",seed funding,1750000,Large,15.91975,Seed,392,0.737636211,392,0.737636211,0.012018676,360
3378,1777,15-04-2016,Organicshop,eCommerce,Marketplace for organic products,Jaipur,"""  mahavir pratap sharma""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
